score_etoiles,score_dc,titre,entreprise,metier_norm,secteur_norm,niveau_norm,lieu,contrat,date_pub,date_limite,salaire,source,url,niveau_source,secteur_source,first_seen,last_seen,statut,raison_archive
★★★★☆,4,ADMINISTRATEUR SYSTEMES ET RESEAUX,RED TIC,"DevOps, Infra & Réseau",Tech & Digital,Confirmé,"Abidjan, Côte d'Ivoire",Volunteer,2026-07-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/administrateur-systemes-et-reseaux-at-red-tic-4440981513?position=57&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=lztLBmKTD2rPrzOrHf97cw%3D%3D,Not Applicable,IT Services and IT Consulting,2026-07-18,2026-07-18,active,
★★★★☆,4,Administrateur Systemes Unix,,"DevOps, Infra & Réseau",Tech & Digital,Confirmé,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/ntic/4040-administrateur-systemes-unix.html,,NTIC,2026-06-19,2026-07-18,active,
★★★★☆,4,Chef Produit Digita,,Autres métiers,Tech & Digital,Confirmé,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/ntic/3817-chef-produit-digital.html,,NTIC,2026-06-19,2026-07-18,active,
★★★★☆,4,DESIGNER UI/UX & INFOGRAPHISTE,,Product & Design,Tech & Digital,Confirmé,Côte d'Ivoire,,19/06/2026,24/07/2026,,Educarriere,https://emploi.educarriere.ci/offre-151394-designer-ui-ux-infographiste.html,,,2026-06-19,2026-06-22,active,
★★★★☆,4,Freelance Transcriptionist — Akan,Perle,Autres métiers,Tech & Digital,Confirmé,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Full-time,2026-06-25,,,LinkedIn,https://ci.linkedin.com/jobs/view/freelance-transcriptionist-%E2%80%94-akan-at-perle-4432199045?position=1&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=SZf2C69STl5WWTjgUG%2FTCA%3D%3D,Not Applicable,"Technology, Information and Internet",2026-06-29,2026-07-18,active,
★★★★☆,4,IT Controller,Wave Gambia,Autres métiers,Tech & Digital,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-07-14,,,LinkedIn,https://ci.linkedin.com/jobs/view/it-controller-at-wave-gambia-4439877000?position=27&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=CdrLbrUhmewvMkaoX6f3Jg%3D%3D,Not Applicable,Financial Services,2026-07-18,2026-07-18,active,
★★★★☆,4,Ingenieur Support Data Center,,Ingénierie & Technique,Tech & Digital,Confirmé,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/ntic/3971-ingenieur-support-data-center.html,,NTIC,2026-06-19,2026-07-18,active,
★★★★☆,4,Nutanix Engineer / Networking IT Support Engineer - Cote D'Ivoire,ITproposal,"DevOps, Infra & Réseau",Tech & Digital,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-26,,,LinkedIn,https://ci.linkedin.com/jobs/view/nutanix-engineer-networking-it-support-engineer-cote-d-ivoire-at-itproposal-4433874121?position=53&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=KQJuCpbd5Jq6CouBE8Z2jw%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-29,2026-07-18,active,
★★★★☆,4,Office-boy (Male),1Link Solution,Autres métiers,Tech & Digital,Confirmé,"Boy, Zanzan, Côte d'Ivoire",Full-time,2026-07-05,,,LinkedIn,https://ci.linkedin.com/jobs/view/office-boy-male-at-1link-solution-4436969817?position=58&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=68IjMaiUBqOLL6YV4a6I9w%3D%3D,Not Applicable,"Technology, Information and Internet",2026-07-18,2026-07-18,active,
★★★★☆,4,Payroll & Data Specialist,The HEINEKEN Company,Ressources Humaines,Tech & Digital,Confirmé,"Anyama, Abidjan, Côte d'Ivoire",Full-time,2026-07-07,,,LinkedIn,https://ci.linkedin.com/jobs/view/payroll-data-specialist-at-the-heineken-company-4437736245?position=6&pageNum=2&refId=uEJpDEMHy4NChPtxK1DSCA%3D%3D&trackingId=YngoNzBemBfnxkQNIiRDEw%3D%3D,Not Applicable,Food and Beverage Services,2026-07-18,2026-07-18,active,
★★★★☆,4,RSSI ADJOINT (IT),RED TIC,Cybersécurité,Tech & Digital,Confirmé,"Abidjan, Côte d'Ivoire",Volunteer,2026-07-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/rssi-adjoint-it-at-red-tic-4440982131?position=46&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=1rrjS00FUtK2IyCQt4uYwA%3D%3D,Not Applicable,IT Services and IT Consulting,2026-07-18,2026-07-18,active,
★★★★☆,4,Technico Commercia,,Autres métiers,Tech & Digital,Confirmé,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/ntic/3516-technico-commercial.html,,NTIC,2026-06-29,2026-07-18,active,
★★★☆☆,3,ASSISTANT AC ET METHODE LEAN,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Administration & Assistanat,Administration,Confirmé,"Bouafle, Côte d'ivoire",,Hier,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/bouafle/136777-assistant-ac-et-methode-lean,Confirmé / Expérimenté ( 1 à 2 ans ),,2026-07-18,2026-07-18,active,
★★★☆☆,3,Agent.e technique Polyvalent.e,Communauté de Communes Dieulefit-Bourdeaux,Autres métiers,Administration,Confirmé,"Cocody, Abidjan, Côte d'Ivoire",Full-time,2026-07-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/agent-e-technique-polyvalent-e-at-communaut%C3%A9-de-communes-dieulefit-bourdeaux-4441393608?position=16&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=XWEqnxCHSLoK%2BBl5LkJY7A%3D%3D,Not Applicable,Government Administration,2026-07-18,2026-07-18,active,
★★★☆☆,3,Assistant(e) Général(e),Suzosky Private Concierge,Administration & Assistanat,Administration,Confirmé,"Port-Bouët, Abidjan, Côte d'Ivoire",Contract,2026-07-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/assistant-e-g%C3%A9n%C3%A9ral-e-at-suzosky-private-concierge-4441316767?position=9&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=Nuwp9vBTRXnMpdxYemla9A%3D%3D,Not Applicable,Consumer Services,2026-07-18,2026-07-18,active,
★★★☆☆,3,CORRESPONDANT FICHIER,Entreprise anonyme,Administration & Assistanat,Administration,Confirmé,Côte d'ivoire,,16 Juin,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136734-correspondant-fichier,Confirmé / Expérimenté ( 6 à 10 ans ),,2026-06-19,2026-07-18,active,
★★★☆☆,3,AUTOMATICIENS,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Autres métiers,Autres / Généraliste,Confirmé,"Bouafle, Côte d'ivoire",,Hier,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/bouafle/136775-automaticiens,Confirmé / Expérimenté ( 1 à 2 ans ),,2026-07-18,2026-07-18,active,
★★★☆☆,3,"Adolescent & HIV/AIDS Specialist (NO-3), FT, #059877, Abidjan, Cote d'Ivoire - WCAR",UNICEF Bangladesh,Autres métiers,Autres / Généraliste,Confirmé,Côte d'Ivoire,Full-time,2026-07-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/adolescent-hiv-aids-specialist-no-3-ft-%23059877-abidjan-cote-d-ivoire-wcar-at-unicef-bangladesh-4441316232?position=28&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=mv5xl6p3QbDzMhOMM%2B2YsA%3D%3D,Not Applicable,Non-profit Organizations,2026-07-18,2026-07-18,active,
★★★☆☆,3,"Adolescent & HIV/AIDS Specialist (NO-3), FT, #059877, Abidjan, Cote d'Ivoire - WCAR",UNICEF,Autres métiers,Autres / Généraliste,Confirmé,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Full-time,2026-07-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/adolescent-hiv-aids-specialist-no-3-ft-%23059877-abidjan-cote-d-ivoire-wcar-at-unicef-4441967510?position=5&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=g4HohQTy1nHIAu%2FLJeomPw%3D%3D,Associate,Hospitals and Health Care and Non-profit Organizations,2026-07-18,2026-07-18,active,
★★★☆☆,3,Chargé(e)s D’Affaires,BOA CI,Autres métiers,Autres / Généraliste,Confirmé,"Abidjan, Côte d'ivoire",,12 Juin,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136725-charge-e-s-d-affaires,Confirmé / Expérimenté ( 6 à 10 ans ),,2026-06-19,2026-07-18,active,
★★★☆☆,3,ELECTROMECANICIEN (H/F),SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Autres métiers,Autres / Généraliste,Confirmé,"Abidjan, Côte d'ivoire",,26 Juin,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136753-electromecanicien-h-f,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-06-29,2026-07-18,active,
★★★☆☆,3,Expert.e en Gestion des Connaissances et Coordination régionale _Bande 4 (IYBA Business),Giz Côte d'Ivoire,"Conseil, Expertise & Stratégie",Autres / Généraliste,Confirmé,"Abidjan, Côte d'ivoire",,06 Juillet,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136763-expert-e-en-gestion-des-connaissances-et-coordination-regionale-bande-4-iyba-business,Confirmé / Expérimenté ( 6 à 10 ans ),,2026-07-18,2026-07-18,active,
★★★☆☆,3,Expert.e en Suivi et Evaluation_ Bd4 (YBA Business),Giz Côte d'Ivoire,"Conseil, Expertise & Stratégie",Autres / Généraliste,Confirmé,"Abidjan, Côte d'ivoire",,06 Juillet,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136762-expert-e-en-suivi-et-evaluation-bd4-yba-business,Confirmé / Expérimenté ( 6 à 10 ans ),,2026-07-18,2026-07-18,active,
★★★☆☆,3,INSTRUMENTISTES,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Autres métiers,Autres / Généraliste,Confirmé,"Bouafle, Côte d'ivoire",,Hier,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/bouafle/136776-instrumentistes,Confirmé / Expérimenté ( 1 à 2 ans ),,2026-07-18,2026-07-18,active,
★★★☆☆,3,Mechanic General X4 Global Grade 08,Barloworld Equipment,Autres métiers,Autres / Généraliste,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-07-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/mechanic-general-x4-global-grade-08-at-barloworld-equipment-4439068184?position=10&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=Y6fdsTevs0YVjclnptTLAg%3D%3D,Not Applicable,Machinery Manufacturing,2026-07-18,2026-07-18,active,
★★★☆☆,3,OPERATEURS MACHINE,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Autres métiers,Autres / Généraliste,Confirmé,"Bouafle, Côte d'ivoire",,Hier,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/bouafle/136774-operateurs-machine,Confirmé / Expérimenté ( 1 à 2 ans ),,2026-07-18,2026-07-18,active,
★★★☆☆,3,Site Supervisor - Houtbay,TSU Protection Services,Opérations & Supervision,Autres / Généraliste,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-20,,,LinkedIn,https://ci.linkedin.com/jobs/view/site-supervisor-houtbay-at-tsu-protection-services-4440233641?position=56&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=Wjtapg0xyB8iXhBY5fKjtQ%3D%3D,Not Applicable,Security and Investigations,2026-07-18,2026-07-18,active,
★★★☆☆,3,TPM Trainee,The HEINEKEN Company,Autres métiers,Autres / Généraliste,Confirmé,"Anyama, Abidjan, Côte d'Ivoire",Full-time,2026-07-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/tpm-trainee-at-the-heineken-company-4440773290?position=24&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=kqt7UZGXfPeCMWnEHzpzvA%3D%3D,Not Applicable,Food and Beverage Services,2026-07-18,2026-07-18,active,
★★★☆☆,3,Technologiste Conditionnement,Nestlé,Autres métiers,Autres / Généraliste,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-07-09,,,LinkedIn,https://ci.linkedin.com/jobs/view/technologiste-conditionnement-at-nestl%C3%A9-4438678635?position=37&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=Uik6ihBiSfR5aKxeTzhxYw%3D%3D,Associate,Food and Beverage Services,2026-07-18,2026-07-18,active,
★★★☆☆,3,Transcriptionist | $95/hr Remote,Crossing Hurdles,Ressources Humaines,Autres / Généraliste,Confirmé,Côte d'Ivoire,Contract,2026-07-14,,$15.00/hr - $95.00/hr,LinkedIn,https://ci.linkedin.com/jobs/view/transcriptionist-%2495-hr-remote-at-crossing-hurdles-4439851578?position=35&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=gHHvO0I855Be2MkVowTydQ%3D%3D,Associate,Book and Periodical Publishing and Translation and Localization,2026-07-18,2026-07-18,active,
★★★☆☆,3,Travel Supervisor| Abidjan-Cote D'Ivoire| CDI(40 Heures),A Igreja de Jesus Cristo dos Santos dos Últimos Dias,Opérations & Supervision,Autres / Généraliste,Confirmé,"Cocody, Abidjan, Côte d'Ivoire",Contract,2026-07-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/travel-supervisor-abidjan-cote-d-ivoire-cdi-40-heures-at-a-igreja-de-jesus-cristo-dos-santos-dos-%C3%BAltimos-dias-4439313056?position=3&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=g7jCa5wt8SImID66kwLg%2Bw%3D%3D,Not Applicable,Religious Institutions,2026-07-18,2026-07-18,active,
★★★☆☆,3,Électromécanicien,YESHI GROUP,Autres métiers,Autres / Généraliste,Confirmé,Côte d'ivoire,,14 Juillet,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136768-electromecanicien,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-07-18,2026-07-18,active,
★★★☆☆,3,Engenheiro/a de Minas - Direção de Produção (PT),Mota-Engil,Autres métiers,BTP & Construction,Confirmé,"PALM CI Village V2, Gôh-Djiboua, Côte d'Ivoire",Full-time,2026-07-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/engenheiro-a-de-minas-dire%C3%A7%C3%A3o-de-produ%C3%A7%C3%A3o-pt-at-mota-engil-4436626714?position=6&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=xI8KvgvZWbn%2BSvVyLABT%2Bw%3D%3D,Not Applicable,Construction,2026-07-18,2026-07-18,active,
★★★☆☆,3,Engenheiro/a de Minas - Planeamento Mineiro (PT),Mota-Engil,Autres métiers,BTP & Construction,Confirmé,"PALM CI Village V2, Gôh-Djiboua, Côte d'Ivoire",Full-time,2026-07-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/engenheiro-a-de-minas-planeamento-mineiro-pt-at-mota-engil-4435964513?position=15&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=8lmx8CFtopmfuXlcOUe2Hg%3D%3D,Not Applicable,Construction,2026-07-18,2026-07-18,active,
★★★☆☆,3,Millwright,AFGRI,Autres métiers,BTP & Construction,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-07-03,,,LinkedIn,https://ci.linkedin.com/jobs/view/millwright-at-afgri-4436917333?position=29&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=1aejKcszmPu%2F%2F%2F4XBeLVNg%3D%3D,Not Applicable,"Agriculture, Construction, Mining Machinery Manufacturing",2026-07-06,2026-07-18,active,
★★★☆☆,3,OPERATEURS BETONS PREFABRIQUES,,BTP & Construction,BTP & Construction,Confirmé,Côte d'Ivoire,,19/06/2026,27/07/2026,,Educarriere,https://emploi.educarriere.ci/offre-151384-operateurs-betons-prefabriques.html,,,2026-06-19,2026-06-22,active,
★★★☆☆,3,Superintendente - Minas (m/f) (PT),Mota-Engil,Autres métiers,BTP & Construction,Confirmé,"PALM CI Village V2, Gôh-Djiboua, Côte d'Ivoire",Full-time,2026-07-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/superintendente-minas-m-f-pt-at-mota-engil-4435974175?position=51&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=pPnioE830h9ilPBsrhKMxQ%3D%3D,Not Applicable,Construction,2026-07-18,2026-07-18,active,
★★★☆☆,3,Surintendant - Mines (m/f) (FR),Mota-Engil,Autres métiers,BTP & Construction,Confirmé,"PALM CI Village V2, Gôh-Djiboua, Côte d'Ivoire",Full-time,2026-07-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/surintendant-mines-m-f-fr-at-mota-engil-4435977090?position=36&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=8Sj6u2m52VSCFnx4qmxjLg%3D%3D,Not Applicable,Construction,2026-07-18,2026-07-18,active,
★★★☆☆,3,Agent·e Commercial·e Acquisition,Suzosky Private Concierge,Marketing & Growth,Commerce & Vente,Confirmé,"Marcory, Abidjan, Côte d'Ivoire",Contract,2026-07-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/agent%C2%B7e-commercial%C2%B7e-acquisition-at-suzosky-private-concierge-4441336031?position=25&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=kb1K6oZmxAQaM%2FV6TsHkHQ%3D%3D,Not Applicable,Consumer Services,2026-07-18,2026-07-18,active,
★★★☆☆,3,Attaché Commercial (H/F),PRECIA MOLEN,Commercial & Vente,Commerce & Vente,Confirmé,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-07-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/attach%C3%A9-commercial-h-f-at-precia-molen-4442109644?position=43&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=4FV7wtBdBDLN43nYxoGgXQ%3D%3D,Not Applicable,Machinery Manufacturing,2026-07-18,2026-07-18,active,
★★★☆☆,3,CHARGE DE COMPTES ENTREPRISES H/F,BOA CI,Commercial & Vente,Commerce & Vente,Confirmé,"Abidjan, Côte d'ivoire",,12 Juin,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136721-charge-de-comptes-entreprises-h-f,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-06-19,2026-07-18,active,
★★★☆☆,3,CHARGE D’AFFAIRES MID H/F,BOA CI,Commercial & Vente,Commerce & Vente,Confirmé,"Abidjan, Côte d'ivoire",,12 Juin,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136723-charge-d-affaires-mid-h-f,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-06-19,2026-07-18,active,
★★★☆☆,3,COMMERCIAL BTP H/F,,Commercial & Vente,Commerce & Vente,Confirmé,Côte d'Ivoire,,19/06/2026,27/07/2026,,Educarriere,https://emploi.educarriere.ci/offre-151401-commercial-btp-h-f.html,,,2026-06-19,2026-06-22,active,
★★★☆☆,3,Chef Service Vente,,Commercial & Vente,Commerce & Vente,Confirmé,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/industrie-production-mat-1eres/4061-chef-service-vente.html,,Industrie/production/Mat 1eres,2026-07-18,2026-07-18,active,
★★★☆☆,3,Commercial Btp,,Commercial & Vente,Commerce & Vente,Confirmé,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/btp-construction/4063-commercial-btp.html,,BTP/Construction,2026-07-18,2026-07-18,active,
★★★☆☆,3,Commercial Terrain Developpemen,,Commercial & Vente,Commerce & Vente,Confirmé,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/services/4060-commercial-terrain-developpement.html,,Services,2026-07-06,2026-07-18,active,
★★★☆☆,3,Conseiller Service,YESHI GROUP,Autres métiers,Commerce & Vente,Confirmé,Côte d'ivoire,,14 Juillet,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136766-conseiller-service,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-07-18,2026-07-18,active,
★★★☆☆,3,Conseiller.ère Coopération économique et Promotion du secteur privé (Renforcement des capacités des MPME et Entrepreneuriat vert) _ Bd4,Giz Côte d'Ivoire,Autres métiers,Commerce & Vente,Confirmé,"Abidjan, Côte d'ivoire",,15 Juillet,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136773-conseiller-ere-cooperation-economique-et-promotion-du-secteur-prive-renforcement-des-capacites-des-mpme-et-entrepreneuriat-vert-bd4,Confirmé / Expérimenté ( 6 à 10 ans ),,2026-07-18,2026-07-18,active,
★★★☆☆,3,Conseiller.ère en gestion des risques de sécurité (SRMA) _ Bd4,Giz Côte d'Ivoire,Autres métiers,Commerce & Vente,Confirmé,"Abidjan, Côte d'ivoire",,03 Juillet,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136759-conseiller-ere-en-gestion-des-risques-de-securite-srma-bd4,Confirmé / Expérimenté ( 6 à 10 ans ),,2026-07-06,2026-07-18,active,
★★★☆☆,3,UN (1) COMMERCIAL - H/F,AGILOYA AFRIQUE,Commercial & Vente,Commerce & Vente,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-07-09,,,LinkedIn,https://ci.linkedin.com/jobs/view/un-1-commercial-h-f-at-agiloya-afrique-4437337507?position=21&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=NHxNY1qwze1E6Jp%2Bt4BRmg%3D%3D,Not Applicable,Human Resources Services,2026-07-18,2026-07-18,active,
★★★☆☆,3,Joint Venture Accountant,Eni,Comptabilité,Finance & Banque,Junior,"Abidjan, Côte d'Ivoire",Contract,2026-07-02,,,LinkedIn,https://ci.linkedin.com/jobs/view/joint-venture-accountant-at-eni-4425482893?position=45&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=ThnISqB4ET%2F1ehiN96VuXQ%3D%3D,Entry level,"Oil and Gas, Oil, Gas, and Mining, and Services for Renewable Energy",2026-06-22,2026-07-18,active,
★★★☆☆,3,INGENIEUR EXPLOITATION-APPLICATIONS H/F,BOA CI,Ingénierie & Technique,Ingénierie & Industrie,Junior,"Abidjan, Côte d'ivoire",,22 Juin,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136738-ingenieur-exploitation-applications-h-f,Débutant / Junior ( 1 à 2 ans ),,2026-06-29,2026-07-18,active,
★★★☆☆,3,Vendeur Atelier pièce de rechange,YESHI GROUP,Commercial & Vente,Ingénierie & Industrie,Junior,Côte d'ivoire,,14 Juillet,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136771-vendeur-atelier-piece-de-rechange,Débutant / Junior ( 1 à 2 ans ),,2026-07-18,2026-07-18,active,
★★★☆☆,3,Assistant Logistique,,Logistique & Supply Chain,Logistique & Achats,Confirmé,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/commerce-vente-distribution/3899-assistant-logistique.html,,Commerce/vente/Distribution,2026-06-19,2026-07-18,active,
★★★☆☆,3,Express Interest for future opportunities: Nestlé Cote D'Ivoire - Supply Chain,Nestlé,Logistique & Supply Chain,Logistique & Achats,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-07-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/express-interest-for-future-opportunities-nestl%C3%A9-cote-d-ivoire-supply-chain-at-nestl%C3%A9-4441695050?position=7&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=mNk%2FUlTv3CRr8CLUgDMeHA%3D%3D,Associate,Food and Beverage Services,2026-07-18,2026-07-18,active,
★★★☆☆,3,Magasinier Produits finis H/F,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Logistique & Supply Chain,Logistique & Achats,Confirmé,"Abidjan, Côte d'ivoire",,28 Mai,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136706-magasinier-produits-finis-h-f,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-06-19,2026-07-18,active,
★★★☆☆,3,Chargé de la Production Informatique H/F,BOA CI,Production & Industrie,Tech & Digital,Junior,"Abidjan, Côte d'ivoire",,12 Juin,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136724-charge-de-la-production-informatique-h-f,Débutant / Junior ( 1 à 2 ans ),,2026-06-19,2026-07-18,active,
★★☆☆☆,2,ASSISTANT EXCELLENCE OPERATIONNELLE JUNIOR H/F,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Opérations & Supervision,Administration,Junior,"Abidjan, Côte d'ivoire",,03 Juillet,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136758-assistant-excellence-operationnelle-junior-h-f,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-07-06,2026-07-18,active,
★★☆☆☆,2,ASSISTANT EXCELLENCE OPERATIONNELLE JUNIOR H/F,Solibra CI,Opérations & Supervision,Administration,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-07-03,,,LinkedIn,https://ci.linkedin.com/jobs/view/assistant-excellence-operationnelle-junior-h-f-at-solibra-ci-4436848846?position=42&pageNum=0&refId=zlmU02LRL774VRj%2FUKsNRQ%3D%3D&trackingId=oUGGVFDI1BiUViN6U%2BkVcw%3D%3D,Not Applicable,Beverage Manufacturing,2026-07-18,2026-07-18,active,
★★☆☆☆,2,OPERATEUR DE SAISIE (2) H/F - BOUAKE,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Administration & Assistanat,Administration,Junior,"Bouake, Côte d'ivoire",,26 Mai,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/bouake/136704-operateur-de-saisie-2-h-f-bouake,Débutant / Junior ( 1 à 2 ans ),,2026-06-19,2026-07-18,active,
